Transaction_ID,Amount,Hour,Customer_Age,Previous_Transactions,Distance_From_Last_Transaction,Device_Changed,International,Fraud
TX_001786,4476.11,9,28,57,817.7,1,0,1
TX_001787,3185.17,13,51,70,69.4,1,1,0
TX_001788,3071.6,9,44,52,275.44,0,0,0
TX_001789,337.93,9,38,44,602.95,0,0,0
TX_001790,2594.45,19,48,84,205.22,0,0,0
TX_001791,755.09,10,67,47,672.71,1,0,0
TX_001792,3688.48,21,74,13,136.77,0,1,0
TX_001793,2563.55,15,21,76,22.81,0,0,0
TX_001794,3402.74,8,58,30,863.49,0,0,0
TX_001795,213.16,14,76,85,333.44,0,0,0
TX_001796,428.54,13,77,66,156.85,0,0,0
TX_001797,3583.04,18,66,53,172.71,0,0,0
TX_001798,365.06,8,34,18,885.9,0,0,0
TX_001799,360.93,3,66,28,654.43,0,0,0
TX_001800,65.48,20,79,4,956.35,0,0,0
TX_001801,4782.72,6,65,42,800.04,0,0,0
TX_001802,3688.85,21,37,6,767.54,0,0,0
TX_001803,1769.49,7,42,9,499.82,0,0,0
TX_001804,1486.2,23,57,20,820.8,0,0,0
TX_001805,1751.77,7,40,94,412.65,0,0,0
TX_001806,3874.39,18,32,38,827.0,0,0,0
TX_001807,3308.55,14,50,68,757.74,0,0,0
TX_001808,930.05,15,36,50,678.44,0,0,0
TX_001809,874.68,21,74,60,329.72,0,1,0
TX_001810,496.49,22,32,13,630.71,0,0,0
TX_001811,3303.21,8,58,99,506.79,0,0,0
TX_001812,3823.04,11,22,94,461.54,0,0,0
TX_001813,1328.91,15,33,42,990.25,0,0,0
TX_001814,109.62,3,77,68,504.4,0,0,0
TX_001815,415.45,4,62,25,31.99,0,1,0
TX_001816,4839.46,7,65,31,626.47,0,0,0
TX_001817,1480.75,0,49,12,728.01,0,0,0
TX_001818,3847.27,5,39,64,885.18,0,0,0
TX_001819,3125.19,14,60,79,632.68,1,1,0
TX_001820,1912.79,3,49,61,19.46,0,0,0
TX_001821,1032.41,20,30,53,119.74,0,0,0
TX_001822,611.33,10,55,26,161.24,0,1,0
TX_001823,3076.99,4,43,61,211.26,0,0,0
TX_001824,3874.3,17,69,10,799.78,0,0,0
TX_001825,3221.3,23,34,12,309.76,0,0,0
TX_001826,2653.86,14,22,22,312.36,0,0,0
TX_001827,214.55,17,78,53,755.59,0,0,0
TX_001828,4842.6,19,66,21,412.44,0,0,0
TX_001829,3994.58,12,50,35,64.64,0,0,0
TX_001830,1467.65,4,44,71,585.13,0,0,0
TX_001831,4899.95,0,22,82,130.07,0,0,0
TX_001832,3011.4,21,54,27,571.66,0,0,0
TX_001833,2914.2,17,24,60,779.64,0,0,0
TX_001834,3741.63,13,65,99,929.49,1,0,0
TX_001835,4059.79,4,35,47,67.05,0,0,0
TX_001836,3284.11,5,48,66,303.97,0,0,0
TX_001837,644.84,23,23,96,652.46,0,0,0
TX_001838,1694.65,15,19,15,315.45,1,0,0
TX_001839,4640.78,21,30,24,451.03,0,1,0
TX_001840,1126.95,20,59,84,20.09,0,0,0
TX_001841,1863.97,11,70,10,693.5,0,1,0
TX_001842,2163.22,19,69,88,883.28,0,0,0
TX_001843,2199.83,17,28,24,976.86,0,0,0
TX_001844,3066.63,1,43,88,830.53,0,0,0
TX_001845,4715.66,22,38,57,31.78,0,0,0
TX_001846,1207.26,20,19,34,651.85,0,0,0
TX_001847,611.9,22,57,41,495.66,0,0,0
TX_001848,991.37,12,73,40,937.9,0,0,0
TX_001849,4435.19,16,71,11,902.14,0,0,0
TX_001850,3230.83,16,68,90,988.05,0,0,0
TX_001851,1433.1,15,37,1,861.93,0,0,0
TX_001852,4080.65,20,34,30,546.89,0,0,0
TX_001853,4307.54,17,33,43,714.9,0,0,0
TX_001854,4233.34,7,74,82,964.68,0,0,0
TX_001855,4595.04,2,59,26,578.12,0,0,0
TX_001856,1264.94,16,22,53,839.98,0,0,0
TX_001857,3776.43,17,31,47,942.21,1,0,0
TX_001858,2305.39,22,41,9,570.54,1,0,0
TX_001859,4210.78,5,68,9,159.15,0,0,0
TX_001860,3643.81,7,21,1,155.56,0,1,0
TX_001861,3883.35,22,69,71,115.32,0,0,0
TX_001862,3282.53,12,65,44,476.32,0,0,0
TX_001863,891.26,7,41,59,480.14,0,0,0
TX_001864,2727.41,18,64,56,617.37,0,0,0
TX_001865,4923.43,5,77,51,482.87,1,0,0
TX_001866,4687.25,22,26,16,973.06,1,0,1
TX_001867,220.65,14,20,38,291.31,1,0,0
TX_001868,828.25,9,72,11,873.82,0,0,0
TX_001869,662.99,16,26,25,100.33,1,0,0
TX_001870,3631.27,0,35,93,601.92,0,1,0
TX_001871,4089.84,6,53,83,648.33,1,1,1
TX_001872,1071.49,12,36,82,772.23,0,0,0
TX_001873,2531.73,2,41,59,503.02,0,0,0
TX_001874,4204.31,18,21,29,197.23,0,0,0
TX_001875,3665.34,14,26,80,369.0,0,0,0
TX_001876,2713.47,4,50,40,272.16,0,0,0
TX_001877,2953.79,10,18,8,419.11,1,0,0
TX_001878,2544.26,21,69,98,529.97,0,0,0
TX_001879,1491.25,17,68,6,625.07,0,0,0
TX_001880,2827.28,2,52,45,845.12,0,0,0
TX_001881,3445.98,5,27,53,910.01,0,0,0
TX_001882,4367.25,2,29,94,462.58,0,0,0
TX_001883,3183.28,4,35,98,88.67,0,0,0
TX_001884,3806.8,8,31,21,797.07,0,0,0
TX_001885,804.56,18,27,57,477.16,1,0,0
TX_001886,2310.48,12,27,76,546.45,1,0,0
TX_001887,51.61,5,35,6,595.79,0,0,0
TX_001888,1237.16,10,41,63,667.87,1,0,0
TX_001889,3633.68,20,18,6,890.1,0,0,0
TX_001890,4959.09,20,47,53,952.15,0,0,0
TX_001891,500.39,13,32,4,940.17,0,0,0
TX_001892,2010.46,5,25,9,809.46,0,0,0
TX_001893,4001.35,5,75,69,889.24,0,0,0
TX_001894,1024.16,16,52,74,49.65,1,0,0
TX_001895,2777.65,10,35,72,849.11,0,0,0
TX_001896,3666.69,14,58,87,72.27,0,0,0
TX_001897,3081.85,8,33,4,746.19,1,0,0
TX_001898,944.18,20,38,58,169.36,0,0,0
TX_001899,1780.15,16,32,37,360.11,0,0,0
TX_001900,3920.04,23,79,71,184.18,1,0,0
TX_001901,2773.36,6,22,6,443.46,1,0,0
TX_001902,31.12,6,62,51,411.75,1,0,0
TX_001903,3806.15,20,71,79,48.06,0,0,0
TX_001904,181.38,0,69,99,830.5,0,0,0
TX_001905,3729.94,7,24,50,854.19,0,0,0
TX_001906,1016.39,4,65,96,787.51,0,0,0
TX_001907,4790.58,18,24,14,847.61,0,0,0
TX_001908,1842.86,7,44,99,750.88,1,1,0
TX_001909,1638.02,16,42,11,937.48,1,0,0
TX_001910,748.7,18,39,10,576.39,0,0,0
TX_001911,1531.49,11,65,61,582.64,0,0,0
TX_001912,4383.87,22,30,81,859.91,0,0,0
TX_001913,4981.69,14,34,13,349.42,0,0,0
TX_001914,1844.71,3,58,34,50.08,0,1,0
TX_001915,2245.81,22,61,60,749.86,0,0,0
TX_001916,3611.74,11,30,51,254.59,0,0,0
TX_001917,4431.55,12,43,5,474.24,0,1,0
TX_001918,2967.26,13,26,74,240.44,0,0,0
TX_001919,1960.67,4,22,32,827.09,0,0,0
TX_001920,2066.05,21,56,12,958.29,0,0,0
TX_001921,3479.61,15,50,52,55.02,0,0,0
TX_001922,21.08,6,21,13,233.37,0,0,0
TX_001923,3099.85,14,45,85,189.56,0,0,0
TX_001924,1780.69,12,43,54,673.2,0,0,0
TX_001925,3972.02,15,21,97,428.68,0,0,0
TX_001926,469.49,11,33,54,456.26,0,0,0
TX_001927,2943.07,6,54,41,157.08,1,0,0
TX_001928,2407.46,15,39,48,414.73,0,0,0
TX_001929,3213.42,22,53,51,303.23,0,0,0
TX_001930,328.94,22,55,47,611.19,0,0,0
TX_001931,2902.02,12,75,50,217.24,0,0,0
TX_001932,2809.62,22,72,96,614.81,0,0,0
TX_001933,2805.5,2,52,76,377.75,1,1,1
TX_001934,3019.42,14,42,46,346.29,0,0,0
TX_001935,3383.96,2,25,99,305.56,1,0,0
TX_001936,4025.92,6,34,38,673.83,0,0,0
TX_001937,1352.75,17,78,92,562.42,0,1,0
TX_001938,4126.12,13,35,13,851.72,0,0,0
TX_001939,2493.79,17,67,76,241.61,1,0,0
TX_001940,389.91,18,75,22,40.12,0,0,0
TX_001941,297.46,13,74,2,182.02,0,0,0
TX_001942,1674.52,19,29,93,343.36,0,0,0
TX_001943,3925.56,5,74,77,179.65,0,0,0
TX_001944,3539.87,7,74,99,83.51,0,0,0
TX_001945,3944.13,6,50,13,445.34,1,0,0
TX_001946,2588.76,19,40,57,676.93,0,0,0
TX_001947,2203.79,17,29,34,751.57,0,0,0
TX_001948,741.53,17,28,19,398.73,0,0,0
TX_001949,1644.32,14,30,9,478.04,0,0,0
TX_001950,2172.93,19,52,95,755.47,0,0,0
TX_001951,447.56,21,44,33,352.71,0,1,0
TX_001952,1106.96,18,42,27,784.77,0,0,0
TX_001953,2993.14,21,57,45,967.38,0,0,0
TX_001954,3679.64,20,20,2,880.48,0,0,0
TX_001955,4991.75,20,66,79,453.6,1,0,0
TX_001956,4665.9,1,42,83,579.52,1,0,1
TX_001957,3214.61,7,62,57,716.43,0,0,0
TX_001958,2109.13,20,27,95,349.3,0,0,0
TX_001959,3182.71,10,34,57,799.24,0,0,0
TX_001960,3929.33,17,20,16,436.92,0,0,0
TX_001961,596.09,22,62,79,846.84,0,0,0
TX_001962,2052.47,12,39,6,254.73,0,0,0
TX_001963,4199.81,8,55,14,11.38,0,0,0
TX_001964,1922.25,8,31,27,632.69,1,0,0
TX_001965,2861.5,16,44,38,451.89,0,0,0
TX_001966,2940.91,6,59,19,59.82,0,0,0
TX_001967,926.46,8,37,37,487.61,1,0,0
TX_001968,1814.37,21,65,4,168.57,1,1,0
TX_001969,1675.88,0,35,58,629.75,0,0,0
TX_001970,135.85,1,30,90,445.05,0,1,0
TX_001971,125.84,3,59,9,171.12,0,0,0
TX_001972,4159.33,13,23,40,411.94,0,0,0
TX_001973,1368.99,3,27,15,232.71,0,0,0
TX_001974,2592.8,1,54,4,653.1,0,0,0
TX_001975,1497.13,7,46,90,295.14,1,0,0
TX_001976,4703.69,17,23,52,822.02,0,0,0
TX_001977,1300.19,18,56,18,14.16,0,0,0
TX_001978,2151.14,13,28,53,403.42,0,0,0
TX_001979,4364.29,19,65,59,617.08,0,0,0
TX_001980,4210.46,9,42,99,22.61,0,0,0
TX_001981,934.58,16,61,54,215.84,0,0,0
TX_001982,4014.2,7,61,41,327.42,1,0,0
TX_001983,2293.64,13,47,60,21.84,1,1,0
TX_001984,2417.43,20,72,93,546.69,0,0,0
TX_001985,671.73,22,37,88,630.87,1,1,0
TX_001986,407.6,7,75,4,227.52,0,0,0
TX_001987,3641.06,4,54,85,543.48,0,0,0
TX_001988,2484.82,15,33,39,999.13,0,0,0
TX_001989,2187.07,7,48,7,886.92,0,0,0
TX_001990,3648.89,9,46,23,58.66,1,1,0
TX_001991,3828.74,7,23,85,127.88,0,0,0
TX_001992,798.75,8,46,63,494.4,0,0,0
TX_001993,3053.07,17,49,65,245.2,0,1,0
TX_001994,681.09,2,26,41,80.97,0,0,0
TX_001995,3758.12,16,54,89,254.55,0,1,0
TX_001996,3286.49,19,70,95,61.18,0,0,0
TX_001997,4783.29,14,40,44,529.91,0,0,0
TX_001998,349.45,20,33,45,490.25,1,0,0
TX_001999,289.99,16,35,69,6.33,1,0,0
TX_002000,1414.52,7,36,95,482.52,0,0,0
TX_002001,1312.22,1,61,51,519.81,0,0,0
TX_002002,1238.66,16,19,65,605.7,1,0,0
TX_002003,4531.74,17,75,54,970.1,0,0,0
TX_002004,1251.48,4,27,56,982.69,0,0,0
TX_002005,1363.39,8,29,94,526.93,0,0,0
TX_002006,3798.19,8,63,82,845.19,0,0,0
TX_002007,2251.45,1,35,72,85.17,0,0,0
TX_002008,3884.67,1,36,90,531.15,1,0,0
TX_002009,331.5,18,55,40,678.9,0,0,0
TX_002010,2440.42,22,54,58,564.73,0,0,0
TX_002011,172.9,2,44,15,230.72,0,0,0
TX_002012,317.95,16,65,19,62.66,0,0,0
TX_002013,4532.66,13,31,10,386.67,0,0,0
TX_002014,700.53,13,62,88,647.64,0,0,0
TX_002015,2664.44,13,70,16,991.71,0,0,0
TX_002016,2058.42,5,51,43,236.53,0,0,0
TX_002017,1739.98,2,19,31,917.79,0,0,0
TX_002018,4499.67,0,61,16,68.26,1,0,0
TX_002019,114.01,15,50,80,930.99,0,0,0
TX_002020,3320.63,3,36,28,832.37,0,0,0
TX_002021,4817.16,0,77,62,20.95,0,0,0
TX_002022,2803.04,16,77,20,298.19,0,0,0
TX_002023,4684.43,17,44,35,50.96,0,0,0
TX_002024,266.03,7,65,59,995.51,0,1,0
TX_002025,2096.87,1,47,9,427.84,0,0,0
TX_002026,1304.49,17,24,10,662.17,1,0,0
TX_002027,3655.45,15,44,45,234.19,0,0,0
TX_002028,4906.58,9,38,82,933.74,0,0,0
TX_002029,1286.37,7,24,15,274.17,0,0,0
TX_002030,3272.6,11,65,30,260.21,0,0,0
TX_002031,994.5,21,42,48,314.6,0,0,0
TX_002032,2828.82,15,55,96,462.49,1,0,0
TX_002033,2322.34,11,35,40,18.53,0,1,0
TX_002034,4860.17,10,50,91,597.84,0,0,0
TX_002035,3044.59,19,50,91,31.67,0,1,0
TX_002036,1750.78,18,49,83,539.2,0,0,0
TX_002037,574.91,0,75,74,457.88,0,0,0
TX_002038,760.48,2,42,44,242.55,0,0,0
TX_002039,1130.46,11,31,46,329.77,0,0,0
TX_002040,1258.58,8,55,6,705.66,0,0,0
TX_002041,4253.83,20,55,24,9.6,0,0,0
TX_002042,2808.31,21,21,73,316.65,0,0,0
TX_002043,2619.34,4,61,91,680.3,0,0,0
TX_002044,578.27,0,79,7,152.27,0,0,0
TX_002045,4301.4,9,35,6,560.39,0,0,0
TX_002046,3615.46,16,27,33,168.93,1,0,0
TX_002047,343.0,3,52,85,154.76,0,0,0
TX_002048,3540.64,14,52,38,772.28,0,0,0
TX_002049,2719.97,18,57,44,266.53,0,0,0
TX_002050,413.22,7,71,17,375.77,0,0,0
TX_002051,2294.21,22,40,31,730.02,0,0,0
TX_002052,2426.06,14,42,37,179.52,0,0,0
TX_002053,833.04,6,18,11,531.74,0,0,0
TX_002054,4728.76,14,35,92,917.82,0,0,0
TX_002055,4250.63,7,32,5,553.83,0,0,0
TX_002056,3346.77,22,42,64,48.85,0,0,0
TX_002057,2314.17,9,49,76,589.7,0,0,0
TX_002058,2061.77,17,70,3,90.15,0,0,0
TX_002059,3256.61,3,37,56,282.12,0,0,0
TX_002060,2729.43,14,34,63,849.68,0,0,0
TX_002061,316.05,10,74,38,11.07,0,0,0
TX_002062,2564.95,21,28,54,77.01,0,0,0
TX_002063,4032.99,2,30,2,363.36,0,0,0
TX_002064,2298.9,14,42,90,999.4,0,0,0
TX_002065,264.52,2,37,2,291.86,0,0,0
TX_002066,3932.46,14,42,12,157.27,1,0,0
TX_002067,1010.81,5,59,40,549.42,1,0,0
TX_002068,1296.81,0,62,2,519.26,0,0,0
TX_002069,827.71,13,66,80,449.62,1,1,0
TX_002070,1654.42,15,48,94,946.65,0,0,0
TX_002071,3784.97,0,70,57,280.15,0,0,0
TX_002072,2599.33,20,18,47,293.32,0,0,0
TX_002073,1028.38,16,69,36,140.26,0,0,0
TX_002074,4389.76,7,33,4,697.29,0,0,0
TX_002075,4398.51,17,65,75,321.37,0,0,0
TX_002076,4353.54,15,45,24,802.74,0,0,0
TX_002077,1197.79,5,38,82,971.76,0,0,0
TX_002078,2258.94,9,47,91,43.69,0,0,0
TX_002079,4925.02,9,76,62,993.12,0,0,0
TX_002080,3861.2,4,20,2,254.1,0,0,0
TX_002081,140.7,11,51,15,420.11,0,0,0
TX_002082,330.7,19,23,75,777.74,0,0,0
TX_002083,2322.34,16,60,91,665.33,0,0,0
TX_002084,4546.55,13,46,49,778.44,1,0,1
TX_002085,2695.82,13,20,87,466.33,0,0,0
TX_002086,2491.57,2,75,35,916.07,0,1,0
TX_002087,531.84,11,50,94,789.94,0,0,0
TX_002088,3285.62,19,28,47,309.23,0,0,0
TX_002089,4111.41,17,62,24,948.48,0,0,0
TX_002090,1905.2,11,22,83,961.05,0,0,0
TX_002091,3879.18,1,67,60,415.05,0,0,0
TX_002092,4822.56,1,49,93,651.96,0,0,0
TX_002093,1022.81,16,64,77,814.77,1,1,0
TX_002094,2619.03,9,35,48,817.3,0,0,0
TX_002095,1439.25,17,64,23,14.12,0,1,0
TX_002096,3965.31,21,37,12,629.01,0,0,0
TX_002097,2890.08,18,69,41,973.7,0,0,0
TX_002098,3174.74,20,69,29,231.35,0,0,0
TX_002099,3990.58,0,56,70,795.61,0,0,0
TX_002100,1982.87,23,66,51,534.25,1,0,0
TX_002101,4575.87,3,78,23,221.47,0,0,0
TX_002102,2667.48,3,57,31,51.04,1,0,0
TX_002103,793.98,1,45,21,759.92,1,1,0
TX_002104,3481.02,18,30,24,316.47,0,0,0
TX_002105,3967.34,20,43,72,375.59,1,0,0
TX_002106,1587.22,11,33,9,485.23,0,0,0
TX_002107,4286.61,9,42,22,507.19,0,0,0
TX_002108,4531.19,12,27,4,206.19,0,0,0
TX_002109,1388.14,21,46,77,670.64,0,0,0
TX_002110,4917.69,22,63,98,692.54,0,0,0
TX_002111,707.85,19,55,3,142.3,0,0,0
TX_002112,1014.07,22,37,28,532.91,0,0,0
TX_002113,925.2,14,71,90,609.26,0,0,0
TX_002114,4470.48,2,43,98,186.25,0,0,0
TX_002115,3273.19,22,49,15,894.46,0,0,0
TX_002116,764.76,19,56,8,482.83,0,0,0
TX_002117,2204.42,12,55,48,115.03,0,0,0
TX_002118,3078.41,7,76,99,334.4,0,0,0
TX_002119,421.9,6,66,88,476.96,1,0,0
TX_002120,4412.67,23,70,52,10.14,0,1,0
TX_002121,4019.0,7,41,55,31.91,1,0,0
TX_002122,2528.51,17,48,37,55.52,0,0,0
TX_002123,4835.8,8,57,4,538.14,0,0,0
TX_002124,2091.72,5,29,55,336.09,0,0,0
TX_002125,4920.63,3,75,12,893.1,1,0,1
TX_002126,3341.26,14,74,19,559.23,0,0,0
TX_002127,3175.18,4,53,79,759.9,0,0,0
TX_002128,833.94,4,27,57,687.13,0,1,0
TX_002129,4410.23,6,23,94,520.32,0,0,0
TX_002130,2140.31,8,24,37,744.72,0,0,0
TX_002131,815.36,6,70,76,544.71,0,0,0
TX_002132,67.97,8,48,83,385.46,0,0,0
TX_002133,2800.98,19,44,98,435.8,0,0,0
TX_002134,2639.36,9,25,7,838.5,0,0,0
TX_002135,3598.17,3,20,92,563.27,0,0,0
TX_002136,4451.84,5,57,55,377.3,0,0,0
TX_002137,401.64,23,64,28,179.74,0,1,0
TX_002138,3658.82,13,79,93,495.36,0,0,0
TX_002139,941.12,8,38,37,252.4,1,0,0
TX_002140,4291.59,0,18,84,955.58,1,1,1
TX_002141,4096.22,16,62,61,490.98,0,0,0
TX_002142,2706.26,12,71,75,8.95,0,0,0
TX_002143,3552.66,23,67,39,92.88,0,0,0
TX_002144,1575.18,6,32,23,284.32,0,0,0
TX_002145,2358.48,8,24,52,92.16,0,1,0
TX_002146,4109.08,10,32,84,893.96,0,0,0
TX_002147,2299.03,2,42,84,854.35,0,0,0
TX_002148,1792.2,11,20,11,970.86,1,0,0
TX_002149,2473.59,20,47,66,706.47,0,0,0
TX_002150,4142.11,2,75,13,645.46,0,0,0
TX_002151,1679.36,14,31,77,923.5,0,0,0
TX_002152,872.94,20,69,41,946.39,0,0,0
TX_002153,3561.51,9,21,49,877.49,0,0,0
TX_002154,4130.76,0,53,15,861.47,0,0,0
TX_002155,507.68,13,20,56,671.7,0,0,0
TX_002156,1203.17,19,22,54,1.61,0,0,0
TX_002157,714.15,5,42,31,429.52,0,0,0
TX_002158,1742.97,1,48,61,635.66,0,0,0
TX_002159,2254.5,22,28,58,547.13,0,0,0
TX_002160,3745.39,7,25,87,821.13,0,0,0
TX_002161,3257.48,0,43,60,818.9,0,0,0
TX_002162,3106.54,3,19,53,598.68,0,0,0
TX_002163,1765.11,3,45,86,21.99,0,0,0
TX_002164,4208.03,4,65,61,369.33,0,0,0
TX_002165,2359.08,19,74,80,228.82,0,0,0
TX_002166,4895.63,8,77,42,338.79,0,0,0
TX_002167,3172.54,22,27,29,617.29,1,0,0
TX_002168,635.69,12,67,84,66.46,0,1,0
TX_002169,3382.51,17,56,92,22.24,0,0,0
TX_002170,1628.89,16,54,27,436.87,0,0,0
TX_002171,3433.2,0,78,44,793.57,0,0,0
TX_002172,352.86,21,56,93,30.7,0,0,0
TX_002173,878.53,14,38,5,849.05,0,0,0
TX_002174,4279.41,1,45,52,383.88,0,0,0
TX_002175,1139.76,15,55,53,118.24,0,0,0
TX_002176,4186.02,19,73,52,567.5,0,0,0
TX_002177,1399.98,21,50,38,952.36,1,0,0
TX_002178,3216.2,4,78,44,542.51,0,0,0
TX_002179,3472.28,21,28,53,686.63,1,0,0
TX_002180,2565.71,18,62,2,816.42,0,0,0
TX_002181,1530.03,4,61,54,799.34,0,0,0
TX_002182,1067.16,1,18,84,73.12,0,0,0
TX_002183,170.78,6,70,77,741.0,0,0,0
TX_002184,1523.21,2,64,90,949.45,1,0,0
TX_002185,3267.55,16,50,35,700.65,0,0,0
TX_002186,4691.83,23,20,46,836.44,0,0,0
TX_002187,4356.67,23,43,72,485.55,1,1,1
TX_002188,3831.49,2,32,92,319.07,0,0,0
TX_002189,3943.29,12,58,79,676.24,0,0,0
TX_002190,3326.6,6,31,55,492.2,0,0,0
TX_002191,1305.13,23,78,72,895.29,0,0,0
TX_002192,4536.44,2,40,11,974.38,0,0,0
TX_002193,3355.31,14,77,29,819.8,0,0,0
TX_002194,2804.4,17,71,69,992.68,0,0,0
TX_002195,559.39,9,73,63,348.37,0,0,0
TX_002196,2238.04,22,25,47,895.76,0,0,0
TX_002197,2304.49,6,71,7,329.93,0,0,0
TX_002198,4323.5,8,53,64,118.04,1,0,0
TX_002199,2735.51,4,37,82,621.37,0,0,0
TX_002200,1905.1,19,69,64,454.99,0,0,0
TX_002201,4884.12,7,23,92,921.7,0,0,0
TX_002202,558.05,13,50,12,492.19,0,0,0
TX_002203,2115.63,3,45,12,927.63,0,0,0
TX_002204,214.91,19,67,36,78.63,1,0,0
TX_002205,3700.82,13,55,29,830.51,0,0,0
TX_002206,4590.79,11,47,11,759.11,0,0,0
TX_002207,1403.79,1,63,53,719.98,0,0,0
TX_002208,4292.42,12,60,70,355.14,0,1,0
TX_002209,1464.63,0,34,85,783.76,0,1,0
TX_002210,4554.3,19,26,74,483.3,1,0,0
TX_002211,3771.04,6,45,96,715.2,0,0,0
TX_002212,4025.51,8,71,47,552.23,0,1,0
TX_002213,94.94,16,24,33,157.44,0,0,0
TX_002214,4814.24,20,63,81,64.56,0,0,0
TX_002215,3634.72,22,45,67,366.19,0,0,0
TX_002216,1527.23,12,34,43,932.79,0,0,0
TX_002217,4147.83,22,57,18,529.74,0,0,0
TX_002218,1411.2,9,77,74,802.19,1,0,0
TX_002219,4364.41,15,65,53,575.95,0,1,0
TX_002220,567.34,5,61,39,957.91,0,0,0
TX_002221,3519.91,15,61,72,369.46,0,0,0
TX_002222,2705.79,10,77,34,57.05,0,0,0
TX_002223,487.19,19,77,37,780.67,0,0,0
TX_002224,1213.26,2,22,41,705.46,1,0,0
TX_002225,66.96,8,22,97,527.53,1,1,0
TX_002226,2346.5,14,31,49,326.39,0,1,0
TX_002227,1509.82,12,23,10,188.27,0,0,0
TX_002228,2993.8,9,24,40,482.28,0,0,0
TX_002229,1489.7,19,72,18,666.2,0,0,0
TX_002230,1503.1,23,70,25,578.89,0,0,0
TX_002231,3717.25,12,34,41,437.49,1,1,1
TX_002232,245.47,16,76,36,539.69,0,0,0
TX_002233,4514.96,6,26,2,107.95,0,0,0
TX_002234,4262.06,5,48,83,695.84,0,0,0
TX_002235,3340.68,12,39,74,734.26,0,0,0
TX_002236,2968.14,16,62,49,11.45,0,0,0
TX_002237,4462.05,14,26,67,270.52,0,0,0
TX_002238,930.72,3,76,53,92.12,0,0,0
TX_002239,399.45,14,33,19,998.23,0,0,0
TX_002240,1201.35,13,53,26,593.34,1,0,0
TX_002241,3973.92,20,51,54,465.74,0,0,0
TX_002242,178.18,10,62,51,463.0,0,0,0
TX_002243,2916.12,23,30,25,964.77,1,0,0
TX_002244,4977.21,3,36,17,659.86,0,0,0
TX_002245,4279.2,2,29,74,168.66,0,0,0
TX_002246,2609.62,1,53,61,448.16,1,0,0
TX_002247,322.89,19,27,46,774.2,0,0,0
TX_002248,4157.71,9,33,55,423.35,0,0,0
TX_002249,2996.9,12,45,50,309.53,0,0,0
TX_002250,579.09,19,73,75,991.22,0,0,0
TX_002251,473.82,20,36,11,935.64,0,0,0
TX_002252,4548.59,22,57,12,941.56,0,0,0
TX_002253,3347.66,17,23,40,131.67,0,0,0
TX_002254,4147.29,20,21,48,234.26,0,0,0
TX_002255,4395.5,15,47,56,442.07,0,0,0
TX_002256,2861.0,10,56,8,832.13,0,0,0
TX_002257,2589.64,9,48,88,736.83,1,0,0
TX_002258,2154.98,8,63,14,849.67,0,0,0
TX_002259,1588.15,11,44,87,920.76,0,0,0
TX_002260,2175.81,18,62,56,780.77,0,0,0
TX_002261,3870.53,0,38,54,261.77,0,0,0
TX_002262,3011.61,17,54,17,285.45,1,0,0
TX_002263,4463.15,13,26,45,352.49,0,0,0
TX_002264,2219.68,21,78,5,303.08,0,0,0
TX_002265,3037.41,20,52,3,249.1,0,0,0
TX_002266,3158.38,0,59,9,752.49,0,0,0
TX_002267,2960.53,16,64,84,33.99,0,0,0
TX_002268,3514.66,10,69,20,728.39,0,0,0
TX_002269,1190.98,19,38,83,823.56,0,0,0
TX_002270,2564.26,14,34,21,66.04,0,0,0
TX_002271,525.6,3,72,80,61.85,0,0,0
TX_002272,1925.63,14,41,33,285.46,0,0,0
TX_002273,2440.9,21,48,5,208.31,0,0,0
TX_002274,3262.86,21,23,24,581.13,0,0,0
TX_002275,4752.9,13,74,63,675.45,1,0,0
TX_002276,3005.25,21,52,79,634.14,0,0,0
TX_002277,3719.25,0,67,26,357.35,0,0,0
TX_002278,2533.8,8,54,89,498.4,0,0,0
TX_002279,3172.35,6,30,92,639.99,0,0,0
TX_002280,359.31,22,42,33,119.43,0,0,0
TX_002281,1275.69,10,49,18,229.51,0,0,0
TX_002282,1812.46,22,76,18,890.5,1,0,0
TX_002283,2365.1,1,18,38,342.33,0,0,0
TX_002284,233.02,1,66,33,801.16,0,0,0
TX_002285,704.42,5,75,27,250.99,0,0,0
TX_002286,1387.69,22,52,49,41.64,0,0,0
TX_002287,4857.81,18,75,50,500.4,0,0,0
TX_002288,1660.08,19,36,15,892.48,0,0,0
TX_002289,2412.8,13,70,77,819.28,0,0,0
TX_002290,984.51,2,69,52,252.94,0,0,0
TX_002291,3055.85,6,71,98,909.94,1,0,0
TX_002292,1407.01,6,29,68,479.72,0,0,0
TX_002293,1038.93,3,57,99,49.0,1,0,0
TX_002294,2585.28,22,57,19,27.92,0,0,0
TX_002295,32.5,4,64,95,485.11,0,1,0
TX_002296,43.28,16,60,25,546.32,0,0,0
TX_002297,1099.25,3,37,76,79.91,0,0,0
TX_002298,188.42,22,50,76,922.24,1,0,0
TX_002299,544.59,12,46,25,718.22,0,1,0
TX_002300,1697.61,15,33,33,801.28,0,0,0
TX_002301,4013.92,15,79,60,584.02,0,1,0
TX_002302,2862.38,1,31,37,663.54,0,0,0
TX_002303,2565.78,17,24,92,387.86,0,0,0
TX_002304,1470.98,0,23,43,679.3,0,0,0
TX_002305,4659.11,17,38,9,978.18,0,0,0
